ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
0406,Ag4,M,Ed3,UK,WH,S45,S39,S45,S42,S44,I6,SS06,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
0407,Ag1,F,Ed1,UK,WH,S37,S50,S57,S51,S42,I7,SS08,CL5,CL3,CL2,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL0,CL4,CL0,CL0,CL3,CL6,CL0,CL0
0408,Ag4,F,Ed7,UK,WH,S53,S33,S56,S43,S39,I4,SS07,CL3,CL1,CL0,CL0,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL1,CL6,CL0,CL0
0409,Ag3,M,Ed3,UK,OT,S49,S39,S44,S41,S37,I3,SS06,CL6,CL1,CL1,CL2,CL6,CL6,CL2,CL1,CL1,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
0410,Ag2,M,Ed7,UK,WH,S29,S41,S50,S44,S40,I4,SS01,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL2,CL2,CL1,CL6,CL1,CL6,CL0,CL1
0411,Ag3,F,Ed6,US,WH,S22,S45,S51,S45,S46,I3,SS07,CL1,CL1,CL0,CL2,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0
0412,Ag4,M,Ed4,UK,WH,S46,S30,S49,S49,S31,I6,SS07,CL5,CL2,CL0,CL3,CL6,CL6,CL6,CL1,CL0,CL2,CL1,CL2,CL2,CL1,CL6,CL2,CL2,CL0,CL1
0413,Ag3,F,Ed5,OT,WH,S31,S29,S48,S44,S29,I3,SS03,CL3,CL0,CL0,CL1,CL3,CL1,CL6,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
0414,Ag2,F,Ed7,UK,WH,S37,S47,S39,S46,S40,I2,SS04,CL6,CL0,CL0,CL0,CL3,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0415,Ag3,M,Ed5,UK,WH,S36,S39,S51,S44,S39,I3,SS05,CL5,CL2,CL2,CL2,CL6,CL6,CL5,CL3,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
0416,Ag3,F,Ed5,UK,WH,S20,S42,S38,S42,S37,I4,SS05,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
0417,Ag1,M,Ed4,UK,WH,S30,S32,S42,S29,S56,I3,SS08,CL6,CL3,CL3,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL5,CL4,CL3,CL0,CL3,CL5,CL0,CL0
0418,Ag1,M,Ed5,UK,WH,S35,S35,S48,S28,S32,I4,SS08,CL5,CL0,CL3,CL3,CL6,CL6,CL5,CL5,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL2,CL6,CL0,CL0
0419,Ag2,M,Ed5,UK,WH,S28,S46,S47,S36,S37,I7,SS10,CL5,CL2,CL2,CL0,CL5,CL2,CL4,CL2,CL2,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL2
0420,Ag2,F,Ed9,UK,WH,S39,S40,S53,S40,S45,I3,SS05,CL6,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
0421,Ag2,M,Ed7,UK,WH,S42,S41,S45,S41,S43,I4,SS04,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0422,Ag1,M,Ed4,UK,WH,S39,S45,S46,S37,S49,I5,SS08,CL4,CL3,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL5,CL0,CL0
0423,Ag2,M,Ed5,UK,WH,S39,S27,S36,S41,S39,I5,SS03,CL5,CL2,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0424,Ag3,M,Ed6,UK,WH,S28,S39,S46,S54,S37,I3,SS02,CL4,CL1,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1
0425,Ag3,F,Ed7,UK,WA,S26,S45,S41,S51,S48,I3,SS03,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0426,Ag4,F,Ed9,US,WH,S41,S40,S56,S49,S42,I7,SS07,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL1,CL2,CL1,CL0,CL2,CL2,CL1,CL2,CL1,CL0,CL1
0427,Ag3,M,Ed7,UK,WH,S32,S38,S47,S41,S29,I3,SS03,CL6,CL2,CL3,CL0,CL6,CL5,CL5,CL1,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL2,CL5,CL0,CL0
0428,Ag4,M,Ed2,UK,WH,S38,S40,S44,S42,S42,I5,SS05,CL5,CL1,CL0,CL3,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
0429,Ag3,M,Ed7,OT,WH,S42,S34,S45,S34,S41,I6,SS06,CL6,CL1,CL1,CL1,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL1,CL3,CL3,CL0,CL4,CL0,CL0,CL2
0430,Ag2,F,Ed4,UK,WH,S27,S39,S31,S45,S47,I1,SS01,CL5,CL0,CL0,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0431,Ag2,M,Ed1,UK,WH,S38,S33,S36,S38,S40,I3,SS05,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
0432,Ag2,F,Ed4,UK,WH,S36,S42,S39,S49,S34,I4,SS05,CL5,CL2,CL1,CL0,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL5,CL0,CL0
0433,Ag2,M,Ed7,UK,WH,S33,S38,S34,S45,S43,I2,SS02,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0434,Ag4,F,Ed2,UK,WH,S38,S52,S38,S51,S41,I8,SS08,CL6,CL1,CL1,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
0435,Ag1,F,Ed7,UK,WH,S34,S46,S35,S56,S52,I3,SS04,CL5,CL0,CL2,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0436,Ag2,F,Ed7,UK,WH,S36,S43,S38,S47,S53,I2,SS04,CL4,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0437,Ag5,M,Ed5,US,WH,S29,S38,S53,S54,S47,I1,SS02,CL1,CL0,CL0,CL0,CL2,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
0438,Ag4,M,Ed2,UK,WH,S23,S43,S48,S37,S45,I5,SS07,CL6,CL2,CL2,CL2,CL6,CL6,CL4,CL3,CL5,CL2,CL2,CL0,CL0,CL1,CL1,CL0,CL2,CL0,CL0
0439,Ag2,F,Ed7,US,WH,S59,S37,S40,S31,S26,I6,SS06,CL5,CL2,CL0,CL6,CL6,CL2,CL6,CL2,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL2,CL6,CL0,CL0
0440,Ag1,F,Ed5,US,WH,S49,S38,S48,S42,S28,I4,SS05,CL4,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3
0441,Ag3,F,Ed7,UK,WH,S31,S43,S42,S48,S53,I3,SS04,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL0,CL0
0442,Ag1,F,Ed5,UK,WH,S29,S49,S31,S43,S46,I5,SS06,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0443,Ag2,F,Ed8,UK,WH,S27,S40,S48,S42,S42,I4,SS06,CL5,CL2,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL0,CL2,CL6,CL0,CL0
0444,Ag3,M,Ed2,UK,WH,S40,S44,S41,S38,S40,I3,SS05,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
0445,Ag4,F,Ed6,UK,WH,S31,S45,S50,S44,S47,I0,SS03,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0446,Ag4,F,Ed7,UK,WH,S46,S33,S42,S37,S45,I3,SS01,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0447,Ag2,F,Ed7,UK,WH,S38,S32,S49,S58,S37,I2,SS07,CL6,CL2,CL2,CL2,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL3,CL3,CL3,CL2,CL6,CL0,CL0
0448,Ag2,M,Ed8,UK,WH,S36,S39,S40,S38,S33,I7,SS06,CL6,CL2,CL1,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL2,CL6,CL0,CL0
0449,Ag1,F,Ed5,UK,WH,S47,S49,S53,S31,S35,I7,SS09,CL5,CL0,CL2,CL3,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL4,CL0,CL3,CL5,CL0,CL0
0450,Ag1,M,Ed7,UK,WH,S32,S44,S49,S41,S47,I3,SS06,CL5,CL3,CL3,CL0,CL3,CL3,CL6,CL3,CL0,CL4,CL0,CL4,CL3,CL3,CL3,CL3,CL0,CL0,CL0
0451,Ag1,F,Ed7,UK,WH,S43,S39,S40,S47,S34,I5,SS06,CL5,CL2,CL2,CL2,CL6,CL5,CL4,CL2,CL2,CL2,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL0
0452,Ag1,F,Ed8,UK,WH,S25,S45,S40,S42,S47,I4,SS04,CL5,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0453,Ag3,F,Ed7,UK,WH,S34,S39,S47,S44,S48,I1,SS06,CL5,CL0,CL0,CL0,CL3,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
0454,Ag2,M,Ed7,UK,WH,S48,S27,S44,S44,S45,I1,SS05,CL5,CL2,CL3,CL0,CL4,CL3,CL5,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL0,CL0
0455,Ag4,M,Ed9,UK,WH,S34,S36,S52,S38,S40,I8,SS08,CL6,CL6,CL2,CL5,CL6,CL6,CL6,CL3,CL2,CL3,CL5,CL2,CL4,CL4,CL5,CL3,CL4,CL0,CL1
0456,Ag1,F,Ed7,UK,WH,S44,S34,S51,S38,S22,I6,SS05,CL6,CL3,CL3,CL0,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
0457,Ag3,M,Ed7,UK,WH,S51,S37,S48,S28,S37,I6,SS07,CL6,CL3,CL1,CL4,CL6,CL4,CL6,CL3,CL1,CL3,CL3,CL2,CL2,CL2,CL1,CL2,CL6,CL0,CL1
0458,Ag3,F,Ed8,UK,WH,S31,S36,S47,S47,S47,I1,SS00,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0459,Ag1,F,Ed7,UK,WH,S42,S40,S47,S47,S43,I3,SS06,CL6,CL4,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL4,CL4,CL3,CL0,CL3,CL6,CL0,CL0
0460,Ag2,M,Ed8,UK,WH,S45,S48,S57,S26,S39,I5,SS06,CL4,CL3,CL0,CL0,CL6,CL4,CL6,CL2,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL5,CL0,CL0
0461,Ag1,F,Ed7,UK,WH,S48,S30,S54,S31,S44,I6,SS06,CL6,CL3,CL3,CL4,CL6,CL5,CL6,CL3,CL0,CL2,CL3,CL5,CL3,CL2,CL3,CL2,CL6,CL0,CL0
0462,Ag1,M,Ed5,UK,WH,S50,S30,S28,S54,S32,I5,SS02,CL5,CL0,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0
0463,Ag3,M,Ed5,UK,WH,S44,S43,S55,S44,S24,I7,SS09,CL3,CL2,CL2,CL1,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL1,CL0,CL1,CL6,CL0,CL1
0464,Ag4,M,Ed4,UK,WH,S46,S33,S42,S52,S32,I3,SS07,CL6,CL1,CL2,CL0,CL6,CL1,CL3,CL1,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL3,CL0,CL1
0465,Ag1,F,Ed7,UK,WH,S39,S34,S53,S48,S48,I4,SS05,CL5,CL2,CL2,CL3,CL5,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL2,CL3,CL3,CL3,CL6,CL0,CL0
0466,Ag1,F,Ed8,UK,WH,S49,S32,S46,S40,S39,I7,SS08,CL5,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0467,Ag1,F,Ed7,UK,AS,S39,S44,S53,S50,S40,I2,SS08,CL0,CL2,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL0,CL2,CL6,CL0,CL2
0468,Ag4,M,Ed7,UK,WH,S38,S40,S54,S43,S51,I3,SS05,CL6,CL1,CL1,CL0,CL2,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
0469,Ag3,M,Ed7,UK,WH,S35,S41,S41,S41,S43,I1,SS02,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0470,Ag2,M,Ed7,UK,WH,S25,S51,S55,S48,S42,I6,SS09,CL5,CL3,CL2,CL0,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL2,CL6,CL0,CL0
0471,Ag4,F,Ed2,US,WH,S59,S28,S36,S53,S26,I3,SS06,CL3,CL1,CL1,CL6,CL6,CL1,CL6,CL1,CL1,CL1,CL2,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0
0472,Ag1,F,Ed7,UK,WH,S37,S45,S48,S42,S47,I2,SS03,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0473,Ag1,M,Ed8,UK,WB,S27,S55,S53,S50,S55,I3,SS07,CL5,CL2,CL2,CL2,CL6,CL6,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL3,CL6,CL0,CL0
0474,Ag1,F,Ed1,UK,WH,S39,S40,S45,S51,S42,I4,SS05,CL5,CL2,CL2,CL2,CL6,CL3,CL5,CL2,CL2,CL2,CL2,CL0,CL2,CL2,CL2,CL0,CL6,CL0,CL2
0475,Ag3,F,Ed5,US,WH,S49,S40,S43,S38,S38,I6,SS05,CL2,CL0,CL0,CL3,CL6,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
0476,Ag5,F,Ed7,UK,WA,S33,S46,S47,S42,S45,I1,SS00,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
0477,Ag4,F,Ed7,US,WH,S25,S46,S43,S48,S48,I2,SS03,CL3,CL1,CL0,CL0,CL6,CL6,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0
0478,Ag3,M,Ed7,UK,WH,S52,S33,S50,S31,S39,I4,SS03,CL6,CL0,CL0,CL0,CL6,CL2,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL3
0479,Ag3,F,Ed6,UK,WH,S50,S35,S41,S35,S32,I7,SS08,CL6,CL0,CL1,CL6,CL6,CL2,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0480,Ag2,F,Ed7,UK,WH,S40,S45,S44,S49,S46,I3,SS06,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0481,Ag2,F,Ed8,AU,WH,S40,S37,S55,S52,S44,I4,SS07,CL6,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
0482,Ag1,M,Ed5,US,WH,S47,S34,S45,S34,S37,I1,SS03,CL3,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL0,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,CL0
0483,Ag3,F,Ed7,AU,WH,S46,S41,S48,S42,S46,I4,SS07,CL6,CL2,CL1,CL6,CL6,CL3,CL5,CL2,CL0,CL2,CL1,CL1,CL0,CL1,CL2,CL1,CL6,CL0,CL0
0484,Ag3,M,Ed5,UK,WH,S29,S39,S48,S44,S52,I2,SS05,CL0,CL1,CL0,CL0,CL6,CL6,CL2,CL1,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL1
0485,Ag2,F,Ed7,UK,WH,S48,S43,S55,S45,S48,I4,SS03,CL2,CL0,CL2,CL2,CL5,CL6,CL5,CL0,CL0,CL4,CL0,CL3,CL2,CL0,CL0,CL3,CL3,CL0,CL0
0486,Ag3,F,Ed2,UK,WH,S30,S46,S42,S48,S40,I1,SS02,CL4,CL1,CL1,CL0,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0487,Ag4,F,Ed2,UK,WH,S31,S42,S35,S50,S36,I1,SS03,CL6,CL0,CL1,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0488,Ag2,M,Ed4,OT,WH,S50,S28,S53,S38,S31,I2,SS02,CL5,CL5,CL0,CL2,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL5,CL0,CL1
0489,Ag3,F,Ed4,US,WH,S53,S27,S54,S36,S44,I4,SS04,CL4,CL0,CL0,CL6,CL6,CL6,CL6,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
0490,Ag2,M,Ed2,UK,WH,S40,S30,S47,S48,S39,I3,SS09,CL6,CL3,CL2,CL2,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL2
0491,Ag1,M,Ed1,UK,WH,S54,S30,S48,S30,S29,I3,SS06,CL3,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0
0492,Ag1,M,Ed5,UK,WH,S26,S47,S52,S34,S31,I2,SS09,CL5,CL0,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL0,CL4,CL5,CL0,CL0
0493,Ag4,F,Ed6,UK,WH,S42,S45,S49,S41,S36,I7,SS10,CL5,CL1,CL1,CL1,CL6,CL6,CL5,CL1,CL1,CL1,CL1,CL0,CL0,CL1,CL1,CL1,CL6,CL0,CL0
0494,Ag1,M,Ed4,UK,WH,S27,S43,S49,S47,S42,I4,SS07,CL6,CL2,CL2,CL0,CL5,CL6,CL4,CL3,CL0,CL4,CL0,CL2,CL3,CL0,CL0,CL3,CL4,CL0,CL2
0495,Ag1,M,Ed6,UK,WH,S41,S36,S52,S43,S44,I6,SS08,CL5,CL0,CL4,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
0496,Ag1,M,Ed5,UK,WH,S43,S28,S52,S35,S29,I1,SS04,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL5,CL0,CL3,CL3,CL4,CL0,CL4,CL6,CL0,CL0
0497,Ag1,M,Ed6,OT,OT,S25,S37,S49,S47,S43,I1,SS05,CL4,CL0,CL2,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0498,Ag5,M,Ed5,US,WH,S28,S41,S50,S47,S48,I1,SS04,CL3,CL1,CL0,CL1,CL6,CL2,CL6,CL1,CL0,CL0,CL0,CL0,CL3,CL1,CL4,CL0,CL6,CL0,CL0
0499,Ag2,M,Ed8,UK,WH,S36,S48,S60,S39,S42,I2,SS06,CL6,CL2,CL2,CL2,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL6,CL0,CL0
0500,Ag2,M,Ed2,OT,WH,S35,S36,S52,S46,S36,I3,SS06,CL4,CL1,CL1,CL0,CL6,CL6,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
0501,Ag5,F,Ed5,UK,WH,S49,S35,S55,S42,S27,I6,SS09,CL5,CL1,CL1,CL3,CL6,CL6,CL6,CL2,CL2,CL2,CL1,CL0,CL2,CL1,CL1,CL1,CL2,CL0,CL0
0502,Ag3,F,Ed6,IE,WH,S36,S43,S40,S38,S49,I5,SS08,CL3,CL0,CL1,CL2,CL6,CL6,CL6,CL4,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL1
0503,Ag2,F,Ed6,UK,WH,S30,S39,S36,S43,S39,I6,SS00,CL3,CL1,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL1
0504,Ag1,M,Ed5,US,WH,S22,S44,S44,S39,S40,I5,SS08,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL5,CL0,CL0
0505,Ag5,F,Ed6,CA,WH,S36,S38,S44,S38,S46,I7,SS08,CL1,CL0,CL1,CL4,CL5,CL5,CL4,CL1,CL1,CL0,CL0,CL0,CL6,CL1,CL4,CL1,CL1,CL0,CL1
0506,Ag3,M,Ed2,UK,WH,S35,S40,S44,S43,S45,I1,SS02,CL1,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
0507,Ag4,M,Ed6,OT,WH,S40,S43,S48,S36,S33,I6,SS06,CL3,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
0508,Ag3,M,Ed7,UK,WH,S31,S44,S52,S38,S46,I4,SS06,CL4,CL2,CL3,CL1,CL6,CL2,CL5,CL1,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL2,CL0,CL1
0509,Ag2,M,Ed7,UK,WH,S37,S38,S39,S34,S42,I4,SS04,CL3,CL2,CL3,CL0,CL5,CL6,CL6,CL3,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL6,CL0,CL0
0510,Ag3,M,Ed2,UK,WH,S50,S32,S38,S31,S36,I2,SS06,CL5,CL2,CL2,CL3,CL5,CL2,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
0511,Ag3,F,Ed8,OT,WH,S26,S47,S44,S45,S43,I1,SS04,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1
0512,Ag3,M,Ed7,UK,WH,S36,S46,S42,S41,S39,I5,SS05,CL5,CL2,CL2,CL0,CL6,CL5,CL5,CL2,CL1,CL2,CL0,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL0
0513,Ag4,F,Ed8,UK,WH,S40,S43,S45,S42,S44,I3,SS02,CL5,CL1,CL1,CL1,CL6,CL5,CL6,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL5,CL0,CL0
0514,Ag1,M,Ed5,UK,WH,S40,S43,S50,S44,S34,I8,SS07,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL5,CL0,CL6,CL0,CL0
0515,Ag5,M,Ed2,US,WH,S34,S38,S45,S48,S45,I3,SS05,CL3,CL2,CL1,CL1,CL6,CL5,CL6,CL4,CL3,CL3,CL1,CL0,CL0,CL1,CL2,CL1,CL6,CL0,CL1
0516,Ag3,M,Ed2,UK,WH,S45,S38,S35,S40,S40,I3,SS05,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
0517,Ag1,F,Ed3,US,WH,S23,S52,S49,S44,S44,I6,SS10,CL5,CL3,CL0,CL5,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL4,CL0,CL4,CL3,CL6,CL0,CL2
0518,Ag3,F,Ed2,UK,WH,S34,S41,S41,S32,S44,I3,SS04,CL6,CL2,CL2,CL2,CL6,CL2,CL6,CL2,CL2,CL1,CL2,CL1,CL0,CL0,CL2,CL2,CL6,CL0,CL1
0519,Ag2,F,Ed8,UK,WH,S39,S39,S48,S40,S48,I2,SS05,CL2,CL0,CL2,CL3,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
0520,Ag2,M,Ed6,OT,WH,S41,S36,S47,S42,S36,I5,SS09,CL2,CL3,CL2,CL6,CL6,CL6,CL6,CL3,CL0,CL3,CL3,CL0,CL0,CL2,CL2,CL0,CL6,CL0,CL1
0521,Ag2,M,Ed8,UK,WH,S34,S42,S37,S50,S53,I5,SS09,CL5,CL2,CL2,CL4,CL5,CL3,CL5,CL2,CL2,CL3,CL2,CL2,CL0,CL0,CL0,CL0,CL5,CL0,CL2
